x,y,z,qx,qy,qz,qw,u
0.07710,0.09942,0.14071,0.49547,0.50717,-0.48072,0.51595,0.00000
0.07710,0.09939,0.14071,0.49547,0.50717,-0.48072,0.51595,0.06301
0.07710,0.09937,0.14071,0.49547,0.50717,-0.48072,0.51595,0.09466
0.07710,0.09934,0.14071,0.49547,0.50717,-0.48072,0.51595,0.12643
0.07711,0.09930,0.14071,0.49547,0.50717,-0.48072,0.51595,0.15831
0.07711,0.09927,0.14071,0.49547,0.50717,-0.48072,0.51595,0.19031
0.07711,0.09924,0.14071,0.49547,0.50717,-0.48072,0.51595,0.22242
0.07711,0.09921,0.14071,0.49547,0.50717,-0.48072,0.51595,0.25464
0.07711,0.09917,0.14071,0.49547,0.50717,-0.48072,0.51595,0.28697
0.07711,0.09914,0.14071,0.49547,0.50717,-0.48072,0.51595,0.31940
0.07712,0.09911,0.14071,0.49547,0.50717,-0.48072,0.51595,0.35195
0.07712,0.09908,0.14071,0.49547,0.50717,-0.48072,0.51595,0.38459
0.07712,0.09904,0.14071,0.49547,0.50717,-0.48072,0.51595,0.41734
0.07712,0.09901,0.14071,0.49547,0.50717,-0.48072,0.51595,0.45020
0.07712,0.09898,0.14071,0.49547,0.50717,-0.48072,0.51595,0.48315
0.07712,0.09895,0.14071,0.49547,0.50717,-0.48072,0.51595,0.51620
0.07712,0.09891,0.14071,0.49547,0.50717,-0.48072,0.51595,0.54934
0.07713,0.09888,0.14071,0.49547,0.50717,-0.48072,0.51595,0.58259
0.07713,0.09885,0.14071,0.49547,0.50717,-0.48072,0.51595,0.61592
0.07713,0.09881,0.14071,0.49547,0.50717,-0.48072,0.51595,0.64935
0.07713,0.09878,0.14071,0.49547,0.50717,-0.48072,0.51595,0.68286
0.07713,0.09875,0.14071,0.49547,0.50717,-0.48072,0.51595,0.71647
0.07713,0.09871,0.14071,0.49547,0.50717,-0.48072,0.51595,0.75016
0.07714,0.09868,0.14071,0.49547,0.50717,-0.48072,0.51595,0.78393
0.07714,0.09864,0.14071,0.49547,0.50717,-0.48072,0.51595,0.81779
0.07714,0.09861,0.14071,0.49547,0.50717,-0.48072,0.51595,0.85172
0.07714,0.09858,0.14071,0.49547,0.50717,-0.48072,0.51595,0.88574
0.07714,0.09854,0.14071,0.49547,0.50717,-0.48072,0.51595,0.91983
0.07714,0.09851,0.14071,0.49547,0.50717,-0.48072,0.51595,0.95399
0.07715,0.09847,0.14071,0.49547,0.50717,-0.48072,0.51595,0.98822
0.07715,0.09844,0.14071,0.49547,0.50717,-0.48072,0.51595,1.02253
0.07715,0.09841,0.14071,0.49547,0.50717,-0.48072,0.51595,1.05690
0.07715,0.09837,0.14070,0.49547,0.50717,-0.48072,0.51595,1.09134
0.07715,0.09834,0.14070,0.49547,0.50717,-0.48072,0.51595,1.12584
0.07715,0.09830,0.14070,0.49547,0.50717,-0.48072,0.51595,1.16040
0.07715,0.09827,0.14070,0.49547,0.50717,-0.48072,0.51595,1.19502
0.07716,0.09823,0.14070,0.49547,0.50717,-0.48072,0.51595,1.22969
0.07716,0.09820,0.14070,0.49547,0.50717,-0.48072,0.51595,1.26442
0.07716,0.09816,0.14070,0.49547,0.50717,-0.48072,0.51595,1.29920
0.07716,0.09813,0.14070,0.49547,0.50717,-0.48072,0.51595,1.33403
0.07716,0.09809,0.14070,0.49547,0.50717,-0.48072,0.51595,1.36891
0.07716,0.09806,0.14070,0.49547,0.50717,-0.48072,0.51595,1.40383
